"id","order_no","one_id","transaction_time","store_ou_code","store_ou_name","order_type","amount","give_points","pay_points","is_hn","is_on_line","area_type"
94878318,"3069240331150823779","19395764",2024-03-31 07:09:25,"6922",深圳,销售订单,2225.00,62.00,0.00,海南岛内,线下,境内
94879342,"240331151201270030765246","26175933",2024-03-31 07:12:47,"5234D",黑龙江,销售订单,315.40,5.00,0.00,海南岛外,线下,境内
94880366,"3051240331153337037","19395764",2024-03-31 07:34:03,"6922",深圳,销售订单,537.20,3.00,62.00,海南岛内,线下,境内
94882926,LF1297824900417118362,"26175933",2024-03-31 07:53:48,"5234B",浙江,销售订单,217.50,,0.00,海南岛外,线上,境内
94885742,LF1297856463393579162,"26175933",2024-03-31 08:25:08,"5234B",浙江,销售订单,208.20,,0.00,海南岛外,线上,境内
94888558,"6442240331180413572","19395764",2024-03-31 10:09:54,"6132",湖南,销售订单,982.40,50.00,0.00,海南岛内,线下,境内
94889070,"6415240331181900040","19395764",2024-03-31 10:19:19,"6132",湖南,销售订单,339.30,3.00,53.00,海南岛内,线下,境内
94889838,"240331184500950041468544","26175933",2024-03-31 10:46:34,"5234D",黑龙江,销售订单,302.10,5.00,0.00,海南岛外,线下,境内
94892654,LF1298082101681512602,"26175933",2024-03-31 12:09:29,"5234B",浙江,销售订单,451.25,,17.00,海南岛外,线上,境内
94899822,"240331221901240029844983","26175933",2024-03-31 14:22:31,"5234D",黑龙江,销售订单,799.90,12.00,0.00,海南岛外,线下,境内
94901614,"240331224801020061159922","26175933",2024-03-31 14:50:02,"5234D",黑龙江,销售订单,4339.64,65.00,0.00,海南岛外,线下,境内
94901870,"240331225001020061159923","26175933",2024-03-31 14:51:12,"5234D",黑龙江,销售订单,416.39,6.00,0.00,海南岛外,线下,境内
94902894,LF1298266076605636762,"26175933",2024-03-31 15:11:58,"5234B",浙江,销售订单,1285.26,,83.00,海南岛外,线上,境内
94911789,"240331160800990014990961","10591308",2024-03-31 08:10:13,"5234D",黑龙江,销售订单,307.68,3.00,0.00,海南岛外,线下,境内
94913069,"240331163400980014383240","10591308",2024-03-31 08:36:38,"5234D",黑龙江,销售订单,2760.96,28.00,0.00,海南岛外,线下,境内
94916909,LF1297973119402640763,"10517092",2024-03-31 10:20:42,"3508",四川,销售订单,233.70,,0.00,海南岛外,线上,境内
94917165,LF1297973119402640762,"10517092",2024-03-31 10:20:43,"5234B",浙江,销售订单,205.20,,28.00,海南岛外,线上,境内
94925357,LF1298164108210004122,"4826588",2024-03-31 13:30:29,"5234B",浙江,销售订单,587.85,,0.00,海南岛外,线上,境内
94998832,"240331112501070017171049","3835359",2024-03-31 03:27:23,"5234D",黑龙江,销售订单,11898.36,178.00,0.00,海南岛外,线下,境内
95022128,"3095240331163646239","10826371",2024-03-31 08:38:12,"6922",深圳,销售订单,1410.00,12.00,0.00,海南岛内,线下,境内
95026480,"3102240331171304721","10826371",2024-03-31 09:14:55,"6922",深圳,销售订单,4300.00,39.00,0.00,海南岛内,线下,境内
95034416,"240331195701230030019925","3835359",2024-03-31 11:59:12,"5234D",黑龙江,销售订单,142.50,2.00,0.00,海南岛外,线下,境内
95039024,"117118920703571818078","11284707",2024-03-31 13:35:08,"7017",北京,销售订单,325.00,,0.00,海南岛内,线上,境内
95043376,LF1298257758965260442,"33280208",2024-03-31 15:03:33,"5234B",浙江,销售订单,170.10,,0.00,海南岛外,线上,境内
95161809,"392709749774","19276978",2024-03-31 06:07:17,"7069",辽宁,销售订单,145.00,,0.00,海南岛外,线上,境外
95169233,"240331163501270030765309","2603426",2024-03-31 08:36:04,"5234D",黑龙江,销售订单,986.10,0.00,981.00,海南岛外,线下,境内
95187921,LF1298188085703479082,"10925284",2024-03-31 13:55:03,"5234B",浙江,销售订单,804.15,,11.00,海南岛外,线上,境内
95192785,LF1298272910972112702,"19393776",2024-03-31 15:19:10,"5234B",浙江,销售订单,1401.00,,12.00,海南岛外,线上,境内
95203150,"240331101900960042441490","4426277",2024-03-31 02:20:56,"5234D",黑龙江,销售订单,1921.85,29.00,0.00,海南岛外,线下,境内
95219790,"240331151601390036439463","4426277",2024-03-31 07:23:04,"5234D",黑龙江,销售订单,8344.29,125.00,0.00,海南岛外,线下,境内
95221838,"117118723368274647358","18240016",2024-03-31 08:06:22,"7017",北京,销售订单,1320.00,,0.00,海南岛内,线上,境内
95222862,LF1297900714978500762,"19334945",2024-03-31 09:08:40,"5234B",浙江,销售订单,279.00,,0.00,海南岛外,线上,境内
95293227,"339388","190883",2024-03-31 02:06:36,"6702",湖北,销售订单,335.00,5.00,0.00,海南岛外,线下,境内
95293483,"339389","190883",2024-03-31 02:07:13,"6702",湖北,销售订单,335.00,5.00,0.00,海南岛外,线下,境内
95293739,"339390","190883",2024-03-31 02:08:12,"6702",湖北,销售订单,446.00,7.00,0.00,海南岛外,线下,境内
95316011,"0230240331180459544","12163008",2024-03-31 10:05:45,"6868",广东,销售订单,4050.00,41.00,0.00,海南岛内,线下,境内
95322411,"701824033120192239307500","12163008",2024-03-31 12:19:45,"7018",四川,销售订单,3038.40,29.00,0.00,海南岛内,线上,境内
95323435,"5331240331203051901","12163008",2024-03-31 12:32:39,"6868",广东,销售订单,2145.60,22.00,110.00,海南岛内,线下,境内
95325483,"5323240331212045581","12163008",2024-03-31 13:21:28,"6868",广东,销售订单,538.40,5.00,42.00,海南岛内,线下,境内
95327275,"5309240331214857399","12163008",2024-03-31 13:49:17,"6868",广东,销售订单,826.40,9.00,10.00,海南岛内,线下,境内
95361743,LFH1296842540229594923,"11063848",2024-03-31 02:50:29,"5234A",海南,销售订单,889.00,,41.00,海南岛内,线上,境内
95368143,LF1297638725664427462,"11906592",2024-03-31 04:48:26,"5234B",浙江,销售订单,5546.29,,39.00,海南岛外,线上,境内
95372462,"392752914967","19382597",2024-03-31 11:56:25,"7069",辽宁,销售订单,289.00,,0.00,海南岛外,线上,境外
95381934,LF1298269976469262052,"11181965",2024-03-31 15:15:32,"5234B",浙江,销售订单,1037.40,,0.00,海南岛外,线上,境内
95382674,LF1297418679054585572,"4401322",2024-03-31 01:10:06,"5234B",浙江,销售订单,581.40,,0.00,海南岛外,线上,境内
95384466,LF1297483799818489662,"4401322",2024-03-31 02:14:35,"5234B",浙江,销售订单,581.40,,0.00,海南岛外,线上,境内
95388818,"240331112001390036921460","6068075",2024-03-31 03:21:49,"5234D",黑龙江,销售订单,4206.18,63.00,0.00,海南岛外,线下,境内
95405714,LF1297906660488072932,"4401322",2024-03-31 09:15:47,"5234B",浙江,销售订单,587.10,,0.00,海南岛外,线上,境内
95406482,LF1297911113832521882,"4401322",2024-03-31 09:19:04,"5234B",浙江,销售订单,476.90,,0.00,海南岛外,线上,境内
95408274,"117118785061914763052","26390910",2024-03-31 09:48:50,"7017",北京,销售订单,215.00,,0.00,海南岛内,线上,境内
95410834,LF1297976886894265722,"4401322",2024-03-31 10:24:35,"5234B",浙江,销售订单,572.35,,0.00,海南岛外,线上,境内
95432396,LF1298196982828896042,"11463926",2024-03-31 14:03:00,"5234B",浙江,销售订单,346.00,,0.00,海南岛外,线上,境内
95437772,LF1298312235424157482,"11060611",2024-03-31 15:57:30,"5234B",浙江,销售订单,1847.57,,0.00,海南岛外,线上,境内
95603024,"240331155800990014522638","5926525",2024-03-31 07:59:54,"5234D",黑龙江,销售订单,1966.50,29.00,0.00,海南岛外,线下,境内
95604304,"240331161631030052856822","5926525",2024-03-31 08:19:53,"5234D",黑龙江,销售订单,983.25,15.00,0.00,海南岛外,线下,境内
95604560,"240331161931030052856823","5926525",2024-03-31 08:20:55,"5234D",黑龙江,销售订单,983.25,15.00,0.00,海南岛外,线下,境内
95605328,"240331162731030052012075","5926525",2024-03-31 08:41:21,"5234D",黑龙江,销售订单,937.65,14.00,0.00,海南岛外,线下,境内
95605584,"240331164131030052012076","5926525",2024-03-31 08:42:23,"5234D",黑龙江,销售订单,983.25,15.00,0.00,海南岛外,线下,境内
95612496,"240331190301020061159868","12188709",2024-03-31 11:05:30,"5234D",黑龙江,销售订单,2128.32,21.00,0.00,海南岛外,线下,境内
95709996,"240331061400950041500527","10382219",2024-03-30 22:15:21,"5234D",黑龙江,销售订单,390.72,4.00,0.00,海南岛外,线下,境内
95715372,"339382","191698",2024-03-31 01:59:53,"6702",湖北,销售订单,621.00,8.00,0.00,海南岛外,线下,境内
95751724,"240331222801390035168311","10183966",2024-03-31 14:29:10,"5234D",黑龙江,销售订单,285.12,3.00,0.00,海南岛外,线下,境内
95752492,LF1298238602907488043,"11170633",2024-03-31 14:44:21,"3508",四川,销售订单,166.25,,0.00,海南岛外,线上,境内
95752748,LF1298238602907488042,"11170633",2024-03-31 14:44:21,"5234B",浙江,销售订单,117.14,,0.00,海南岛外,线上,境内
95989516,"240331102901070016455544","1758225",2024-03-31 02:31:16,"5234D",黑龙江,销售订单,4061.25,61.00,0.00,海南岛外,线下,境内
95991564,"240331110001070016543816","1758225",2024-03-31 03:04:59,"5234D",黑龙江,销售订单,9205.28,138.00,0.00,海南岛外,线下,境内
95991820,"240331110501070016543817","1758225",2024-03-31 03:07:38,"5234D",黑龙江,销售订单,1560.85,23.00,0.00,海南岛外,线下,境内
95993868,"240331114931020050568673","1758225",2024-03-31 03:52:06,"5234D",黑龙江,销售订单,3581.86,54.00,0.00,海南岛外,线下,境内
96014348,LF1297861297412591422,"11175759",2024-03-31 08:29:32,"5234B",浙江,销售订单,208.05,,0.00,海南岛外,线上,境内
96031500,LF1298206034472472362,"12277948",2024-03-31 14:12:05,"5234B",浙江,销售订单,317.30,,0.00,海南岛外,线上,境内
96148818,"240331164501270030924307","11946030",2024-03-31 08:46:21,"5234D",黑龙江,销售订单,332.16,3.00,0.00,海南岛外,线下,境内
96149131,LF1297857848687988522,"26510737",2024-03-31 08:26:09,"5234B",浙江,销售订单,1067.00,,18.00,海南岛外,线上,境内
96150354,"392738193990","4647469",2024-03-31 09:00:19,"7069",辽宁,销售订单,280.00,,171.00,海南岛外,线上,境外
96150866,"240331170301020097109574","11946030",2024-03-31 09:04:03,"5234D",黑龙江,销售订单,1181.76,12.00,0.00,海南岛外,线下,境内
96261328,"240331101901390035780841","33140508",2024-03-31 02:20:52,"5234D",黑龙江,销售订单,332.16,3.00,0.00,海南岛外,线下,境内
96267984,LF1297639921712160922,"3862254",2024-03-31 04:49:48,"5234B",浙江,销售订单,1076.50,,0.00,海南岛外,线上,境内
96272592,LF1297710629959765802,"3862254",2024-03-31 06:00:09,"5234B",浙江,销售订单,3997.07,,0.00,海南岛外,线上,境内
96273872,LF1297744397126862202,"3862254",2024-03-31 06:33:39,"5234B",浙江,销售订单,3344.91,,0.00,海南岛外,线上,境内
96277456,LF1297791890741087972,"3862254",2024-03-31 07:20:49,"5234B",浙江,销售订单,3569.07,,0.00,海南岛外,线上,境内
96283600,LF1297900499558813412,"3862254",2024-03-31 09:09:29,"5234B",浙江,销售订单,3661.24,,0.00,海南岛外,线上,境内
